mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	
21273675	187	0	153	0	81	0.024691358024691357	192	0	100	0	98	0	194	0	81	0	32	0	142	0	75	0	27	0	75	0	77	0	42	0	147	0	134	0	35	0	151	0	
600	188	0	104	0	169	0	90	0	119	0	59	0	156	0.01282051282051282	80	0	55	0	75	0	128	0	102	0.0392156862745098	95	0.031578947368421054	57	0	64	0	29	0	117	0.05128205128205128	22	0.13636363636363635	134	0.09701492537313433	
206097	49	0	28	0	88	0	48	0	230	0	228	0	129	0.023255813953488372	126	0	18	0	108	0	163	0	93	0	141	0	23	0	109	0	106	0	111	0	113	0	78	0	
18129701	169	0	143	0	22	0	235	0	25	0	180	0	33	0	97	0	37	0	144	0	90	0.022222222222222223	267	0	100	0	32	0	199	0	237	0	93	0	67	0	24	0	
24583542	212	0.014150943396226415	137	0	34	0	177	0	30	0	189	0	26	0	117	0	96	0	154	0	41	0	36	0	81	0	23	0	166	0	239	0	133	0	466	0	63	0	
13705195	59	0	118	0	117	0	34	0	77	0	26	0	15	0	155	0	35	0	41	0	103	0	33	0	95	0	102	0	121	0.01652892561983471	28	0	61	0	82	0	223	0	
8123952	69	0	307	0	105	0	188	0.02127659574468085	261	0	94	0	172	0	59	0.05084745762711865	114	0	230	0	55	0	134	0	37	0	157	0	15	0	17	0	146	0	114	0	29	0	
19995306	26	0	41	0	93	0	114	0	367	0	144	0	195	0	295	0	218	0	140	0	117	0.017094017094017096	125	0	113	0	105	0	24	0	24	0	34	0	121	0	113	0	
17897	60	0	34	0	96	0	111	0	109	0	27	0	31	0	68	0	221	0	166	0	126	0	252	0	226	0	160	0	283	0	72	0	145	0.013793103448275862	121	0	128	0.015625	
19704291	65	0	64	0	67	0	118	0	64	0	211	0	90	0	129	0	117	0	95	0	72	0	94	0	85	0	18	0	263	0.0076045627376425855	150	0	107	0	56	0	138	0	
292367	58	0	61	0	99	0	32	0	45	0	154	0	151	0.013245033112582781	110	0	85	0	123	0	115	0	188	0	160	0	102	0	169	0	160	0	295	0	50	0	60	0	
2271	83	0	76	0	136	0	86	0	72	0	74	0	24	0	81	0	125	0	49	0	104	0	89	0	103	0.019417475728155338	54	0	15	0	149	0	125	0	109	0	70	0	
120	155	0	173	0	265	0	230	0	138	0	51	0	110	0	91	0	160	0	223	0	27	0	61	0	308	0.006493506493506494	44	0	45	0	212	0	208	0.009615384615384616	170	0	43	0	
8227	38	0	70	0	241	0	132	0	149	0	22	0	111	0	84	0	106	0	55	0	75	0	105	0.01904761904761905	154	0	60	0	46	0	34	0	116	0.017241379310344827	78	0	63	0	
11380	35	0	28	0	138	0	190	0	70	0	28	0	260	0.019230769230769232	29	0	24	0	22	0	44	0	44	0	113	0	145	0	289	0	130	0	73	0	72	0	114	0	
439	23	0	147	0	124	0	57	0	121	0	176	0	34	0	115	0.02608695652173913	199	0	186	0	36	0	85	0.023529411764705882	213	0.03286384976525822	98	0	243	0	26	0	46	0.10869565217391304	45	0.1111111111111111	239	0.0502092050209205	
7050	85	0	95	0	207	0	106	0	71	0	58	0	43	0	31	0	56	0	104	0	149	0	69	0	101	0	48	0	61	0	56	0	55	0	61	0.03278688524590164	231	0.017316017316017316	
12770891	172	0	26	0	85	0	91	0	57	0	65	0	61	0	112	0	122	0	96	0	74	0	96	0	57	0	24	0	128	0	129	0	92	0	73	0	310	0.0064516129032258064	
7235141	101	0	225	0	158	0	78	0	189	0	116	0	22	0	54	0	99	0	230	0.008695652173913044	23	0	116	0	157	0	64	0	232	0	34	0	220	0	72	0	97	0	
3031	79	0	135	0	132	0	45	0	23	0	215	0	54	0	46	0	19	0	115	0	94	0	185	0	331	0.012084592145015106	165	0	158	0	17	0	201	0	217	0	22	0.09090909090909091	
8123965	198	0.020202020202020204	269	0.007434944237918215	26	0	40	0	29	0	30	0	65	0	110	0	47	0	88	0	241	0	113	0	67	0	25	0	81	0	43	0	32	0	101	0	68	0	
1134	70	0	111	0	281	0.014234875444839857	101	0	265	0	184	0	97	0.08247422680412371	84	0.03571428571428571	83	0	122	0	119	0	134	0.17164179104477612	141	0	86	0	166	0	208	0	79	0.05063291139240506	74	0.02702702702702703	221	0	
1665568	17	0.5294117647058824	152	0.47368421052631576	65	0.3230769230769231	22	0.4090909090909091	31	0.6451612903225806	21	0.42857142857142855	169	0	145	0.3448275862068966	53	0.4716981132075472	103	0.49514563106796117	58	0.5	313	0	155	0.09032258064516129	104	0.36538461538461536	26	0.38461538461538464	167	0.3473053892215569	35	0	405	0.007407407407407408	105	0.047619047619047616	
12452759	46	0	104	0	73	0	168	0	60	0	95	0	25	0	81	0	151	0.013245033112582781	93	0	158	0	86	0	43	0	86	0	47	0	141	0	78	0	47	0	74	0	
7644498	133	0	109	0	77	0	99	0	85	0	89	0	76	0	113	0	199	0	77	0	341	0.008797653958944282	88	0	77	0	171	0.011695906432748537	46	0	82	0	234	0	104	0	23	0	
753	41	0	115	0	21	0	131	0	162	0	208	0	81	0	39	0	47	0	69	0	74	0	134	0	188	0.010638297872340425	245	0	114	0	21	0	212	0.018867924528301886	125	0	65	0	
9305682	255	0	150	0.013333333333333334	124	0	61	0.03278688524590164	66	0	38	0	59	0	124	0	109	0	57	0	31	0	53	0	125	0	46	0	24	0	76	0	69	0	82	0	65	0	
692491	112	0	75	0	104	0	82	0	87	0	34	0	57	0	61	0	192	0	177	0	62	0	150	0	139	0	65	0	62	0	39	0	41	0	330	0	176	0.011363636363636364	
1195084	135	0	37	0	290	0	115	0	38	0	60	0	108	0	138	0	95	0	141	0	168	0	134	0	108	0	397	0	129	0	168	0	82	0	93	0.021505376344086023	73	0	
180293	27	0	40	0	89	0	121	0	78	0	100	0	169	0.011834319526627219	216	0	40	0	164	0	241	0	129	0	52	0	362	0	92	0	97	0	40	0	81	0	100	0	
6026974	120	0.08333333333333333	128	0.0703125	189	0.08465608465608465	64	0.0625	83	0.03614457831325301	93	0.0967741935483871	48	0	191	0.04712041884816754	104	0.057692307692307696	40	0.075	72	0.027777777777777776	174	0	225	0.022222222222222223	114	0.05263157894736842	89	0.02247191011235955	104	0.04807692307692308	36	0	16	0	167	0	
8323507	94	0	120	0.016666666666666666	128	0	147	0	148	0	115	0	53	0	43	0	208	0	88	0	161	0	46	0	65	0	154	0	24	0	75	0	20	0	44	0	57	0	
12369147	111	0	101	0	149	0	150	0	182	0	44	0	61	0	55	0	41	0	165	0	45	0	227	0	121	0	161	0	121	0	41	0.04878048780487805	40	0	76	0	83	0	
13647	15	0	78	0	232	0	51	0	240	0	34	0	116	0.04310344827586207	27	0	48	0	110	0	298	0	72	0	199	0.010050251256281407	71	0	40	0	82	0	93	0	129	0	103	0	
7235078	193	0	43	0	21	0	102	0	322	0	81	0	167	0	103	0	135	0	150	0	212	0.018867924528301886	58	0	110	0	196	0.01020408163265306	72	0.041666666666666664	126	0	68	0	119	0	16	0	
681	194	0	104	0	236	0.00847457627118644	25	0	122	0	167	0	102	0.0392156862745098	98	0.030612244897959183	112	0	56	0	237	0	136	0	82	0.08536585365853659	68	0	104	0	255	0	82	0	68	0	127	0	
72466	110	0	46	0	18	0	91	0	124	0	109	0	300	0	80	0	69	0	70	0	24	0	101	0	141	0	57	0	82	0	17	0	138	0	112	0.017857142857142856	87	0	
596267	113	0	71	0	155	0	34	0	48	0	24	0	210	0	181	0	61	0	96	0	29	0	17	0	19	0	182	0	87	0	365	0	157	0.012738853503184714	89	0	49	0	
5940290	182	0	34	0	196	0	92	0	41	0	87	0	35	0	347	0	71	0	87	0	48	0	69	0	47	0	72	0	207	0	104	0	122	0	43	0	91	0.02197802197802198	
3062	100	0	117	0	90	0	65	0	19	0	21	0	29	0	215	0	35	0	15	0	90	0	78	0	164	0.012195121951219513	135	0	89	0	43	0	121	0	207	0	118	0	
102657	284	0	225	0	286	0	57	0	112	0	86	0	62	0	113	0	84	0	102	0	174	0	148	0	96	0	80	0	94	0	123	0	100	0.02	121	0	65	0	
6026882	84	0	142	0	485	0	34	0	106	0.018867924528301886	133	0	55	0	42	0	46	0	120	0	232	0	42	0	86	0	187	0	48	0	61	0	192	0	199	0	126	0	
64156	189	0	273	0	221	0	63	0	123	0	176	0	21	0	42	0	168	0	65	0	176	0	95	0	50	0	21	0	19	0	45	0	73	0	179	0.01675977653631285	53	0.03773584905660377	
8264	116	0	31	0	80	0	149	0	182	0	39	0	269	0.07806691449814127	149	0	206	0	39	0	26	0	230	0.10434782608695652	134	0	197	0	75	0	37	0	96	0.020833333333333332	205	0	56	0	
9305654	78	0	66	0	116	0	34	0	155	0	68	0	70	0	55	0	137	0	63	0	66	0	126	0	50	0	234	0.008547008547008548	99	0	132	0	141	0	20	0	86	0	
7235050	70	0.04285714285714286	33	0.09090909090909091	103	0.08737864077669903	146	0.04794520547945205	18	0	70	0.05714285714285714	103	0	241	0	81	0.07407407407407407	97	0	34	0	108	0	155	0.012903225806451613	72	0	41	0.04878048780487805	145	0.013793103448275862	124	0	29	0	60	0	
7166903	161	0	73	0	22	0	74	0	229	0.013100436681222707	185	0	241	0	85	0	85	0	30	0	188	0	217	0	55	0	149	0	78	0	56	0	134	0	132	0	15	0	
49654	130	0	41	0	122	0	106	0	160	0	28	0	205	0	19	0	78	0	116	0	85	0	287	0	65	0	56	0	88	0	65	0	298	0	113	0.017699115044247787	94	0	
67191	103	0	133	0	170	0	166	0	38	0	112	0	90	0	156	0	49	0	97	0	75	0	88	0.022727272727272728	114	0	46	0	43	0	27	0	39	0	56	0	36	0	
104688	176	0.4943181818181818	178	0.449438202247191	94	0.2978723404255319	44	0.5227272727272727	219	0.4748858447488584	257	0.5058365758754864	216	0	80	0.375	328	0.4634146341463415	34	0.4411764705882353	97	0.5257731958762887	20	0	46	0.10869565217391304	24	0.375	62	0.5161290322580645	121	0.32231404958677684	238	0	129	0	83	0.03614457831325301	
7234977	50	0	124	0	219	0	115	0	28	0	112	0	39	0	89	0	57	0	133	0	85	0	41	0	100	0	99	0	238	0.008403361344537815	148	0.013513513513513514	151	0	77	0	117	0	
26357	76	0	131	0	110	0	64	0	130	0	72	0	39	0	79	0	49	0	30	0	60	0	431	0	71	0	70	0	105	0	142	0	59	0	163	0.012269938650306749	85	0	
17594	66	0	36	0	88	0	32	0	94	0	119	0	69	0	224	0	98	0	219	0	35	0	119	0	53	0	84	0	41	0	196	0	51	0	42	0	156	0.03205128205128205	
1049	130	0	127	0	49	0.061224489795918366	334	0	43	0	134	0	76	0.05263157894736842	82	0	109	0	98	0	143	0	31	0	221	0	173	0.011560693641618497	97	0	32	0	108	0	88	0	144	0	
22995664	62	0	368	0	113	0	59	0	88	0	212	0.009433962264150943	22	0	22	0	74	0	102	0	110	0	16	0	159	0	120	0	225	0	90	0	85	0	98	0	85	0	
13030	83	0	117	0	32	0	100	0	105	0	237	0	146	0.0136986301369863	147	0	144	0	44	0	49	0	123	0	61	0	149	0	78	0	143	0	282	0	125	0	137	0	
3179	144	0	15	0	64	0	30	0	194	0	113	0	44	0	367	0	20	0	92	0	88	0	136	0	120	0	118	0	104	0	41	0	31	0	49	0	93	0.043010752688172046	
5374	87	0	28	0	199	0	53	0	91	0	77	0	105	0	117	0	35	0	17	0	77	0	101	0	278	0.01079136690647482	193	0.015544041450777202	119	0	71	0	99	0	97	0	117	0	
34093	39	0	33	0	68	0	28	0	138	0	141	0	125	0	170	0	160	0	224	0	159	0	141	0	69	0	121	0	259	0	69	0	190	0	50	0	42	0.047619047619047616	
7235075	188	0	52	0.038461538461538464	77	0	81	0.037037037037037035	98	0.030612244897959183	70	0	15	0	109	0	144	0.013888888888888888	75	0.02666666666666667	84	0	128	0	62	0	135	0.02962962962962963	82	0	126	0	22	0	127	0	58	0	
21273637	130	0.015384615384615385	40	0	61	0	107	0	15	0	43	0	84	0	277	0	176	0	179	0	114	0	43	0	261	0	81	0	33	0	60	0	262	0	210	0	168	0	
1010997	138	0	261	0	92	0	27	0	34	0	74	0	19	0	110	0	28	0	243	0	41	0	325	0	87	0	44	0	79	0	62	0	98	0	180	0	98	0.02040816326530612	
8124088	41	0	81	0	111	0.018018018018018018	36	0	153	0.013071895424836602	81	0	27	0	61	0	154	0	27	0	302	0	85	0	137	0	235	0	277	0	50	0	66	0	46	0	131	0	
63054	127	0	126	0	53	0	64	0	64	0	37	0	31	0	148	0	40	0	66	0	97	0	64	0	56	0	167	0	109	0	82	0	174	0.011494252873563218	214	0	44	0	
1684	241	0	65	0	207	0	116	0	100	0	56	0	190	0	51	0	242	0	35	0	42	0	63	0	26	0	201	0.009950248756218905	158	0	123	0	178	0.011235955056179775	229	0	185	0	
8447170	210	0	142	0	62	0	58	0	21	0	121	0	97	0	57	0	18	0	93	0.021505376344086023	38	0	23	0	160	0	134	0	118	0.01694915254237288	197	0.015228426395939087	41	0	201	0	59	0	
13939	34	0	27	0	155	0	94	0	84	0	104	0	67	0	128	0.015625	117	0	132	0	49	0	59	0	92	0	42	0	138	0	269	0	129	0	74	0	36	0	
3941732	22	0	139	0	50	0	138	0	223	0.008968609865470852	36	0	148	0	40	0	220	0	157	0	110	0	84	0	161	0	45	0	51	0	140	0.014285714285714285	60	0	42	0	115	0	
15150	91	0	85	0	61	0	162	0	36	0	55	0	63	0.031746031746031744	78	0	30	0	173	0	98	0	60	0	72	0	15	0	30	0	73	0	31	0	54	0	118	0	
135790	55	0	97	0	216	0	156	0	21	0	65	0	159	0	131	0	59	0	39	0	100	0	15	0	89	0	58	0	51	0	192	0	35	0	110	0	229	0.008733624454148471	
12179	102	0	54	0	227	0	43	0	221	0	32	0	295	0	56	0	72	0	257	0	16	0	207	0.00966183574879227	39	0	243	0	144	0	207	0	28	0	112	0	132	0	
1744	17	0	130	0	120	0	17	0	67	0	59	0	156	0	335	0	78	0	38	0	315	0	73	0	126	0.023809523809523808	77	0	49	0	69	0	160	0	85	0	218	0	
8323606	140	0	132	0	339	0	225	0	97	0	208	0	69	0	218	0.013761467889908258	104	0	50	0	117	0.017094017094017096	110	0	63	0	43	0	42	0	60	0	85	0	200	0	144	0	
9305795	182	0	398	0.010050251256281407	192	0	83	0	172	0	116	0	121	0	202	0	68	0	63	0	67	0	27	0	87	0	19	0	19	0	278	0	64	0	48	0	101	0	
641604	18	0	130	0	38	0	127	0	142	0	50	0	104	0.019230769230769232	182	0	102	0	136	0	37	0	152	0	65	0	52	0	118	0	98	0	197	0	103	0	326	0	
17896	93	0	17	0	108	0	24	0	83	0	120	0	105	0	28	0	232	0	56	0	57	0	26	0	63	0	226	0	190	0	168	0	131	0.022900763358778626	169	0	71	0	
1325	170	0	52	0	128	0	255	0	212	0	69	0	102	0.029411764705882353	46	0	43	0	122	0	101	0	259	0	215	0.009302325581395349	291	0	81	0	65	0	76	0	87	0.022988505747126436	85	0	
6026886	89	0.11235955056179775	92	0.07608695652173914	355	0.1295774647887324	242	0.12396694214876033	170	0.09411764705882353	349	0.07449856733524356	189	0	56	0.14285714285714285	214	0.11682242990654206	100	0.1	112	0	140	0	213	0.023474178403755867	157	0.08280254777070063	51	0	42	0.14285714285714285	33	0	111	0	96	0.020833333333333332	
78645	111	0	100	0	114	0	66	0	164	0.012195121951219513	30	0	89	0	91	0	181	0	54	0	333	0	45	0	123	0	25	0	144	0	79	0	145	0	32	0	40	0	
11457	130	0	44	0	27	0	73	0	111	0	39	0	171	0.011695906432748537	26	0	65	0	68	0	470	0	93	0	135	0	115	0	37	0	45	0	96	0	119	0	59	0	
5691	99	0	75	0	61	0	51	0	19	0	201	0	41	0	97	0	82	0	26	0	108	0	143	0	151	0.013245033112582781	26	0	80	0	212	0	91	0.02197802197802198	29	0	37	0	
2636	23	0	75	0	415	0.004819277108433735	36	0	63	0	28	0	146	0	61	0	26	0	195	0	72	0	84	0	50	0	69	0	51	0	50	0	101	0	38	0.07894736842105263	198	0	
20565566	37	0	110	0	105	0	47	0	147	0	75	0	155	0	38	0	31	0	37	0	63	0	145	0	128	0	107	0.018691588785046728	26	0	266	0	21	0	150	0	51	0	
6371	107	0	290	0	55	0	113	0	58	0	105	0	116	0	167	0	107	0	96	0	173	0	55	0	20	0	62	0	122	0	121	0	207	0.00966183574879227	118	0	89	0	
17981516	85	0	46	0	56	0	64	0	154	0	33	0	31	0	53	0	19	0	36	0	23	0	96	0	30	0	184	0	178	0.011235955056179775	22	0	226	0	76	0	106	0	
18982	68	0	38	0	129	0	49	0	99	0	209	0	75	0	136	0	59	0	162	0	119	0	108	0	64	0	30	0	33	0	44	0	146	0	41	0	140	0.014285714285714285	
9305668	197	0	176	0.011363636363636364	61	0	67	0	91	0	185	0	61	0	155	0	143	0	281	0	204	0	384	0	109	0	233	0	96	0	140	0	18	0	137	0	16	0	
14873867	150	0	134	0	34	0	30	0	132	0	202	0	70	0	202	0	53	0	90	0	80	0	91	0	298	0.006711409395973154	72	0	272	0	111	0	104	0	89	0	115	0	
14479673	168	0	30	0	98	0	239	0	86	0	69	0	220	0	130	0	54	0	191	0.010471204188481676	36	0	57	0	28	0	39	0	45	0	184	0	73	0	68	0	71	0	
19529	62	0	73	0	135	0	119	0	127	0	222	0	163	0	196	0	157	0	72	0	245	0	51	0	36	0	52	0	54	0	60	0	114	0.017543859649122806	148	0	134	0	
135520	292	0	58	0	85	0	150	0	42	0	105	0	90	0	23	0	60	0	70	0	229	0	350	0	131	0	68	0	91	0	25	0	79	0	139	0.014388489208633094	81	0	
7234887	421	0.0688836104513064	72	0.08333333333333333	121	0.05785123966942149	131	0.06870229007633588	212	0.018867924528301886	43	0.046511627906976744	117	0	106	0.0660377358490566	167	0.11377245508982035	88	0.03409090909090909	168	0	179	0	286	0	176	0.0625	313	0.022364217252396165	143	0	139	0	62	0	36	0	
1451	136	0	63	0	295	0	69	0	17	0	82	0	34	0	99	0	76	0	205	0	105	0	49	0	142	0.014084507042253521	20	0	151	0	67	0	141	0	40	0	125	0	
4129	32	0	148	0	76	0	24	0	84	0	199	0	77	0	27	0	52	0	232	0	147	0	23	0	22	0	116	0	128	0	121	0	69	0	111	0.036036036036036036	71	0	
9817744	112	0	81	0	18	0	50	0	72	0	72	0.027777777777777776	49	0	132	0	72	0	81	0	41	0	28	0	43	0	194	0	140	0	32	0	175	0	24	0	137	0	
7234946	125	0.048	123	0	76	0.02631578947368421	174	0.028735632183908046	47	0	203	0	59	0	143	0.04195804195804196	80	0	73	0.0273972602739726	65	0.03076923076923077	22	0	98	0	162	0.043209876543209874	65	0	55	0	322	0	41	0	58	0	
21421	75	0	82	0	258	0.027131782945736434	21	0	304	0	172	0	125	0	316	0.006329113924050633	33	0	134	0	222	0	65	0	106	0	41	0	133	0	68	0	164	0	267	0	144	0	
13486	207	0	33	0	88	0	168	0	49	0	87	0	149	0	103	0	75	0	79	0	85	0	71	0	54	0.037037037037037035	108	0	112	0	48	0	38	0	35	0	141	0	
19977	24	0	21	0	20	0	91	0	48	0	40	0	51	0	53	0	27	0	25	0	37	0	37	0	16	0	123	0	153	0	29	0	135	0.02962962962962963	162	0	47	0	
39004	73	0	61	0	135	0	80	0	81	0	198	0	243	0	122	0	166	0	99	0	192	0	47	0	126	0	91	0	77	0	144	0.013888888888888888	272	0	34	0	192	0	
30036798	90	0	105	0	242	0	185	0	15	0	40	0	60	0	215	0	67	0	297	0	155	0	63	0	58	0	88	0	378	0.005291005291005291	77	0	112	0	206	0	47	0	
1143	57	0	63	0	23	0	62	0	182	0	44	0	120	0	29	0	16	0	24	0	76	0	101	0	78	0	87	0	37	0	138	0	71	0.028169014084507043	84	0	298	0	
53716	132	0	189	0	160	0	26	0	32	0	34	0	69	0	126	0	46	0	116	0	26	0	28	0	33	0	112	0	68	0	34	0	60	0	203	0.014778325123152709	101	0	
16434	99	0	70	0	217	0	41	0	152	0	89	0	21	0	109	0	68	0	71	0	130	0	99	0	160	0.01875	67	0	46	0	142	0	28	0	107	0	55	0	
21118	94	0	131	0	170	0	86	0	57	0	33	0	142	0	211	0	239	0	31	0	73	0	265	0	37	0	25	0	42	0	105	0	40	0	219	0.0091324200913242	45	0	
1433	130	0.5153846153846153	31	0.5483870967741935	16	0.5	318	0.44025157232704404	54	0.48148148148148145	150	0.48	81	0	86	0.3488372093023256	85	0.5176470588235295	194	0.4948453608247423	120	0.5583333333333333	76	0	54	0.037037037037037035	41	0.6097560975609756	73	0.4657534246575342	181	0.35911602209944754	44	0	101	0	64	0.078125	
16470830	67	0	183	0.01092896174863388	50	0	83	0	52	0	54	0	43	0	138	0	41	0	30	0	52	0	222	0	59	0	96	0	50	0	116	0	159	0	33	0	84	0	
9305667	207	0	262	0.007633587786259542	58	0	92	0	170	0	40	0	62	0	143	0	90	0	203	0	124	0	283	0	57	0	49	0	77	0	290	0	94	0	348	0	63	0	
7235130	144	0	17	0	64	0	34	0	193	0.010362694300518135	54	0	30	0	53	0	80	0	133	0	85	0	244	0	43	0	153	0	88	0	65	0	20	0	74	0	125	0	
28918	140	0	57	0	47	0	261	0	49	0	29	0	199	0	231	0	101	0	38	0	223	0	104	0	40	0	65	0	41	0	194	0	121	0	174	0	157	0.012738853503184714	
14021	49	0	61	0	77	0	25	0	107	0	183	0	20	0	62	0	66	0	228	0	75	0	143	0	93	0	31	0	24	0	45	0	104	0	173	0	43	0.046511627906976744	
9817727	91	0	75	0.04	93	0	74	0	202	0	45	0.044444444444444446	54	0	20	0	77	0	123	0	125	0	76	0	49	0	43	0	67	0	90	0	79	0	120	0	95	0	
442445	133	0	137	0	132	0	21	0	44	0	105	0	101	0.019801980198019802	197	0	43	0	85	0	140	0	130	0	90	0	196	0	97	0	75	0	95	0	176	0	103	0	
632	37	0	46	0	249	0	141	0	72	0	27	0	119	0	269	0.026022304832713755	216	0	120	0	68	0	62	0	37	0	228	0	95	0	52	0	51	0	204	0	88	0	
8123806	90	0.022222222222222223	156	0	155	0.01935483870967742	131	0	88	0	25	0	37	0	99	0	284	0	149	0	140	0	43	0	48	0	34	0	37	0	17	0	201	0	41	0	18	0	
140850	167	0	60	0	59	0	62	0	109	0	368	0	52	0	63	0	158	0	40	0	35	0	123	0	225	0	130	0	90	0	66	0	173	0	109	0	63	0.031746031746031744	
1461	111	0	95	0	93	0	115	0	88	0	40	0	98	0	147	0	137	0	124	0	144	0	161	0	210	0	44	0	289	0	43	0	93	0.021505376344086023	94	0	97	0	
6182	237	0	225	0	95	0	52	0	61	0	99	0	174	0	108	0	62	0	144	0	163	0	40	0	31	0	92	0	113	0	81	0	108	0	130	0	111	0.036036036036036036	
32280	38	0	119	0	168	0	145	0	123	0	176	0	79	0.02531645569620253	140	0	319	0	61	0	135	0	342	0	40	0	208	0	198	0	290	0	43	0	97	0	35	0	
29410306	110	0	51	0	131	0	129	0	67	0	204	0	28	0	164	0.012195121951219513	129	0	76	0	54	0	78	0	223	0	92	0	32	0	430	0	61	0	35	0	44	0	
168	382	0.4738219895287958	85	0.4470588235294118	54	0.4444444444444444	102	0.43137254901960786	31	0.41935483870967744	156	0.42948717948717946	204	0.2107843137254902	312	0.41025641025641024	76	0.47368421052631576	136	0.5882352941176471	71	0.5070422535211268	132	0.3106060606060606	354	0.3220338983050847	148	0.43243243243243246	179	0.5027932960893855	11	0.2727272727272727	210	0.22857142857142856	119	0.24369747899159663	99	0.13131313131313133	
9305694	17	0	33	0	140	0	36	0	98	0	93	0	112	0	19	0	123	0.016260162601626018	79	0	53	0	35	0	208	0	39	0	25	0	38	0	61	0	146	0	24	0	
17992507	27	0	17	0	46	0	99	0	93	0	117	0	65	0	213	0.009389671361502348	192	0	80	0	220	0	187	0	132	0	55	0	22	0	127	0	52	0	80	0	22	0	
22889	81	0	128	0	224	0	107	0	55	0	150	0	248	0	100	0	47	0	154	0	291	0	144	0.013888888888888888	81	0	86	0	75	0	139	0	49	0	83	0	229	0	
5244	144	0	37	0	169	0	331	0	36	0	181	0	133	0	152	0	206	0	77	0	135	0	183	0	209	0	87	0	161	0	25	0	156	0.019230769230769232	293	0.03754266211604096	87	0.034482758620689655	
19995492	152	0	139	0	33	0	103	0	21	0	90	0	18	0	67	0	162	0	84	0	126	0.015873015873015872	110	0	100	0	126	0	72	0	300	0	17	0	106	0	36	0	
13303380	304	0.006578947368421052	232	0	160	0	168	0	58	0	199	0	40	0	66	0	31	0	31	0	117	0	137	0	132	0	130	0	41	0	43	0	149	0	73	0	42	0	
5995	94	0	46	0	28	0	115	0	47	0	40	0	61	0	242	0	136	0	52	0	136	0	89	0	74	0	25	0	249	0	86	0	60	0.05	187	0.0213903743315508	29	0	
50144	83	0	144	0	78	0	25	0	136	0	24	0	259	0	105	0	51	0	99	0	85	0	65	0	19	0	22	0	97	0	42	0.047619047619047616	177	0	204	0	57	0	
15670	86	0	99	0	44	0	157	0	29	0	36	0	264	0	36	0	73	0	210	0	34	0	322	0	34	0	46	0	93	0	108	0	305	0.009836065573770493	84	0	178	0	
3113494	106	0	163	0	55	0	121	0	42	0	44	0	234	0.01282051282051282	27	0	43	0	67	0	65	0	38	0	47	0	124	0	113	0	298	0	147	0	43	0	24	0	
13256	53	0	32	0	141	0	246	0	97	0	507	0	41	0	224	0	85	0	138	0	23	0	28	0.07142857142857142	281	0.0071174377224199285	82	0	22	0	21	0	50	0	60	0	126	0	
8323586	156	0	21	0	124	0	82	0	201	0.009950248756218905	212	0	21	0	118	0	37	0	92	0	255	0	134	0	146	0	62	0	61	0	63	0	166	0	143	0	151	0	
6525	201	0	150	0	301	0	55	0	100	0	67	0	197	0	405	0.0049382716049382715	143	0	16	0	94	0	101	0	162	0	38	0	29	0	228	0	79	0	113	0	28	0	
29829011	19	0	110	0	80	0	150	0	115	0	49	0	124	0	85	0	28	0	153	0	176	0	20	0	136	0	205	0.00975609756097561	189	0	106	0	72	0	102	0	78	0	
290571	309	0.4563106796116505	199	0.40703517587939697	4	0.5	107	0.5046728971962616	186	0.532258064516129	83	0.46987951807228917	401	0	386	0.28756476683937826	26	0.38461538461538464	21	0.42857142857142855	50	0.46	41	0	107	0.11214953271028037	101	0.38613861386138615	110	0.43636363636363634	168	0.375	109	0	145	0.013793103448275862	186	0.03225806451612903	
12385	97	0	44	0	48	0	86	0	108	0	113	0	47	0	144	0	114	0	55	0	78	0	99	0.020202020202020204	43	0	41	0	54	0	131	0	159	0.018867924528301886	87	0	71	0	
6836	71	0	106	0	39	0	124	0	99	0	16	0	189	0	132	0	89	0	44	0	58	0	124	0	206	0.009708737864077669	65	0	32	0	78	0	178	0	88	0	23	0	
12369204	84	0	74	0	53	0	103	0	77	0	68	0	25	0	145	0	41	0	32	0	133	0	32	0	85	0	153	0.032679738562091505	77	0	46	0	201	0	66	0	27	0	
144386	52	0	89	0	84	0	165	0	104	0	41	0	23	0	206	0	62	0	128	0	72	0	23	0	89	0	104	0	140	0	57	0	45	0	183	0.01092896174863388	238	0	
1460	105	0	63	0	101	0	158	0	30	0	51	0	172	0.01744186046511628	44	0	32	0	144	0	53	0	23	0	59	0	123	0	215	0	147	0	92	0.021739130434782608	83	0	53	0	
12151	175	0	24	0	51	0	108	0	85	0	220	0	171	0.023391812865497075	329	0	252	0	111	0	61	0	55	0.07272727272727272	142	0	96	0	33	0	65	0	24	0	197	0	170	0	
67661262	85	0	77	0	153	0	181	0	118	0	34	0	62	0	270	0.007407407407407408	20	0	51	0	102	0	24	0	89	0	166	0	34	0	171	0	110	0	74	0	55	0	
34205	49	0	47	0	152	0	42	0	171	0	121	0	134	0	82	0	95	0	241	0	32	0	54	0	22	0	61	0	164	0	121	0	152	0	103	0.019417475728155338	32	0	
