mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	depth20	S20	depth21	S21	depth22	S22	depth23	S23	depth24	S24	depth25	S25	depth26	S26	depth27	S27	depth28	S28	
-87	81	0.4444444444444444	76	0.42105263157894735	72	0.5277777777777778	19	0.47368421052631576	132	0.5075757575757576	44	0.38636363636363635	59	0.3728813559322034	126	0.626984126984127	98	0.5408163265306123	31	0.6451612903225806	71	0.5211267605633803	36	0.5	56	0.5714285714285714	244	0.48770491803278687	48	0.5833333333333334	45	0.4444444444444444	129	0.5426356589147286	106	0.5943396226415094	183	0.46994535519125685	374	0.46524064171123	203	0.5073891625615764	99	0.5757575757575758	62	0.46774193548387094	55	0.6	52	0.46153846153846156	26	0.38461538461538464	101	0.5346534653465347	38	0.39473684210526316	
-88	126	0.5634920634920635	79	0.5189873417721519	107	0.5514018691588785	61	0.45901639344262296	37	0.40540540540540543	300	0.5533333333333333	46	0.5652173913043478	180	0.4166666666666667	66	0.5	186	0.45161290322580644	44	0.38636363636363635	71	0.4788732394366197	44	0.5909090909090909	86	0.5232558139534884	79	0.4430379746835443	189	0.5291005291005291	148	0.5135135135135135	39	0.38461538461538464	113	0.5663716814159292	78	0.5128205128205128	77	0.5064935064935064	92	0.45652173913043476	70	0.5857142857142857	126	0.5714285714285714	18	0.4444444444444444	104	0.5	85	0.49411764705882355	61	0.4098360655737705	
-89	207	0.4830917874396135	41	0.4878048780487805	85	0.5294117647058824	42	0.5	52	0.5576923076923077	101	0.5148514851485149	72	0.5	63	0.6031746031746031	276	0.5144927536231884	58	0.5689655172413793	87	0.5172413793103449	17	0.5294117647058824	115	0.5130434782608696	181	0.56353591160221	72	0.5138888888888888	68	0.5882352941176471	200	0.465	124	0.5645161290322581	81	0.49382716049382713	46	0.5217391304347826	19	0.3684210526315789	84	0.4880952380952381	42	0.40476190476190477	62	0.5483870967741935	134	0.4925373134328358	52	0.7115384615384616	57	0.40350877192982454	31	0.3870967741935484	
-90	55	0.43636363636363634	87	0.47126436781609193	31	0.6451612903225806	67	0.43283582089552236	110	0.509090909090909	52	0.5384615384615384	198	0.5151515151515151	102	0.45098039215686275	23	0.6521739130434783	168	0.5595238095238095	142	0.528169014084507	173	0.4797687861271676	135	0.45185185185185184	36	0.4166666666666667	42	0.42857142857142855	25	0.48	91	0.42857142857142855	18	0.5555555555555556	114	0.5263157894736842	95	0.5684210526315789	38	0.5263157894736842	353	0.5014164305949008	139	0.5539568345323741	104	0.5865384615384616	141	0.48226950354609927	71	0.5211267605633803	254	0.5354330708661418	17	0.35294117647058826	
-91	49	0.5306122448979592	63	0.5079365079365079	32	0.53125	68	0.5	118	0.4576271186440678	100	0.53	29	0.4827586206896552	78	0.48717948717948717	95	0.5157894736842106	111	0.5225225225225225	113	0.6017699115044248	113	0.5486725663716814	40	0.35	220	0.5363636363636364	28	0.5714285714285714	120	0.5	98	0.45918367346938777	31	0.45161290322580644	29	0.5517241379310345	103	0.47572815533980584	84	0.5119047619047619	268	0.47388059701492535	97	0.5567010309278351	80	0.5	95	0.45263157894736844	74	0.40540540540540543	139	0.5683453237410072	99	0.5252525252525253	
-92	26	0.38461538461538464	92	0.5	100	0.5	117	0.4444444444444444	68	0.4852941176470588	71	0.4647887323943662	249	0.5060240963855421	31	0.41935483870967744	255	0.4549019607843137	45	0.5555555555555556	70	0.6142857142857143	94	0.5	46	0.41304347826086957	219	0.5159817351598174	160	0.48125	155	0.5483870967741935	92	0.44565217391304346	221	0.5475113122171946	144	0.4791666666666667	146	0.5342465753424658	192	0.5052083333333334	117	0.5128205128205128	47	0.48936170212765956	93	0.5698924731182796	147	0.4897959183673469	133	0.5112781954887218	107	0.5327102803738317	188	0.4946808510638298	
-93	84	0.5119047619047619	78	0.4230769230769231	321	0.5264797507788161	126	0.4444444444444444	70	0.42857142857142855	51	0.5882352941176471	20	0.5	115	0.4782608695652174	196	0.5153061224489796	24	0.5833333333333334	85	0.47058823529411764	128	0.515625	141	0.5602836879432624	38	0.6578947368421053	159	0.4968553459119497	32	0.5	96	0.5	120	0.48333333333333334	104	0.5192307692307693	106	0.5754716981132075	41	0.5121951219512195	97	0.5360824742268041	103	0.46601941747572817	28	0.32142857142857145	143	0.4965034965034965	25	0.36	102	0.5686274509803921	61	0.3770491803278688	
-94	103	0.5339805825242718	140	0.4785714285714286	72	0.5416666666666666	38	0.5789473684210527	162	0.46296296296296297	170	0.4588235294117647	99	0.47474747474747475	131	0.4732824427480916	133	0.48872180451127817	98	0.45918367346938777	34	0.6470588235294118	79	0.46835443037974683	82	0.43902439024390244	22	0.5	80	0.4625	197	0.4416243654822335	157	0.5222929936305732	76	0.4868421052631579	119	0.46218487394957986	169	0.5088757396449705	279	0.4946236559139785	241	0.5020746887966805	64	0.484375	45	0.5111111111111111	71	0.4647887323943662	124	0.5	74	0.43243243243243246	63	0.49206349206349204	
-95	152	0.5197368421052632	45	0.6222222222222222	90	0.5111111111111111	118	0.5677966101694916	31	0.5806451612903226	96	0.5	41	0.43902439024390244	205	0.4926829268292683	83	0.4939759036144578	81	0.3950617283950617	94	0.4574468085106383	157	0.5222929936305732	98	0.5816326530612245	54	0.4444444444444444	43	0.4883720930232558	31	0.5806451612903226	103	0.47572815533980584	37	0.6486486486486487	117	0.5811965811965812	54	0.4444444444444444	31	0.3870967741935484	24	0.4166666666666667	60	0.55	136	0.47058823529411764	109	0.45871559633027525	68	0.4264705882352941	80	0.4875	169	0.514792899408284	
-96	46	0.4782608695652174	84	0.6071428571428571	29	0.41379310344827586	113	0.5398230088495575	56	0.6071428571428571	79	0.4430379746835443	55	0.4909090909090909	204	0.5490196078431373	60	0.5166666666666667	50	0.38	77	0.5714285714285714	76	0.47368421052631576	67	0.4626865671641791	240	0.5458333333333333	92	0.40217391304347827	120	0.5833333333333334	72	0.5138888888888888	266	0.48120300751879697	143	0.5594405594405595	103	0.4854368932038835	30	0.6666666666666666	100	0.5	235	0.4425531914893617	221	0.5384615384615384	175	0.4742857142857143	56	0.5	44	0.6590909090909091	95	0.45263157894736844	
-97	56	0.4107142857142857	96	0.46875	15	0.3333333333333333	171	0.4269005847953216	22	0.6363636363636364	107	0.4205607476635514	68	0.39705882352941174	37	0.5405405405405406	76	0.4605263157894737	208	0.49038461538461536	320	0.50625	274	0.4854014598540146	83	0.39759036144578314	116	0.43103448275862066	153	0.5294117647058824	96	0.4583333333333333	78	0.3974358974358974	81	0.5185185185185185	91	0.6263736263736264	49	0.5306122448979592	44	0.45454545454545453	27	0.48148148148148145	76	0.5526315789473685	59	0.423728813559322	18	0.4444444444444444	169	0.514792899408284	140	0.55	162	0.49382716049382713	
-98	167	0.5149700598802395	160	0.55625	46	0.45652173913043476	120	0.5666666666666667	83	0.5060240963855421	216	0.4675925925925926	79	0.569620253164557	121	0.4380165289256198	53	0.5471698113207547	60	0.6166666666666667	139	0.4748201438848921	51	0.5490196078431373	55	0.509090909090909	101	0.504950495049505	90	0.6111111111111112	87	0.5862068965517241	44	0.5227272727272727	20	0.55	56	0.5	63	0.3492063492063492	181	0.5469613259668509	51	0.43137254901960786	62	0.5483870967741935	141	0.5460992907801419	161	0.43478260869565216	138	0.5507246376811594	111	0.5045045045045045	94	0.4574468085106383	
-99	84	0.4642857142857143	196	0.49489795918367346	103	0.47572815533980584	238	0.46218487394957986	76	0.5131578947368421	63	0.6031746031746031	41	0.5609756097560976	53	0.5471698113207547	22	0.5909090909090909	39	0.6153846153846154	207	0.46859903381642515	20	0.7	31	0.4838709677419355	101	0.5643564356435643	19	0.47368421052631576	159	0.44654088050314467	55	0.45454545454545453	234	0.5854700854700855	90	0.4777777777777778	77	0.5714285714285714	78	0.47435897435897434	96	0.4270833333333333	30	0.5666666666666667	140	0.4714285714285714	35	0.6857142857142857	22	0.4090909090909091	85	0.5294117647058824	42	0.5238095238095238	
-100	128	0.5078125	64	0.375	34	0.6176470588235294	81	0.4691358024691358	45	0.4888888888888889	54	0.4074074074074074	50	0.46	18	0.3888888888888889	146	0.5753424657534246	36	0.3888888888888889	157	0.5668789808917197	84	0.5238095238095238	20	0.5	64	0.46875	51	0.6274509803921569	34	0.4411764705882353	91	0.4835164835164835	73	0.4520547945205479	123	0.5447154471544715	154	0.512987012987013	99	0.48484848484848486	42	0.35714285714285715	109	0.5688073394495413	121	0.5289256198347108	27	0.4074074074074074	82	0.4146341463414634	98	0.5102040816326531	106	0.4716981132075472	
-101	36	0.5277777777777778	113	0.4778761061946903	77	0.44155844155844154	46	0.391304347826087	57	0.5789473684210527	43	0.5813953488372093	125	0.512	176	0.5113636363636364	95	0.5684210526315789	102	0.5294117647058824	17	0.8823529411764706	178	0.5224719101123596	127	0.5196850393700787	58	0.5344827586206896	220	0.5772727272727273	16	0.5	149	0.48322147651006714	41	0.4878048780487805	102	0.5196078431372549	85	0.4588235294117647	255	0.4666666666666667	82	0.47560975609756095	88	0.42045454545454547	119	0.48739495798319327	66	0.4696969696969697	150	0.46	74	0.43243243243243246	50	0.58	
-102	67	0.5522388059701493	68	0.5294117647058824	164	0.5365853658536586	52	0.4807692307692308	51	0.5686274509803921	194	0.5103092783505154	149	0.4966442953020134	130	0.4846153846153846	79	0.5443037974683544	104	0.5	61	0.36065573770491804	191	0.4973821989528796	45	0.4222222222222222	43	0.5348837209302325	125	0.528	278	0.4568345323741007	83	0.43373493975903615	195	0.5025641025641026	34	0.38235294117647056	65	0.4153846153846154	44	0.6363636363636364	329	0.48024316109422494	90	0.5888888888888889	152	0.4144736842105263	24	0.4583333333333333	112	0.41964285714285715	150	0.5333333333333333	43	0.5813953488372093	
-103	54	0.5	32	0.53125	152	0.4605263157894737	101	0.5445544554455446	75	0.37333333333333335	41	0.5853658536585366	44	0.5	60	0.5333333333333333	95	0.4631578947368421	130	0.5	57	0.5964912280701754	103	0.5048543689320388	56	0.48214285714285715	84	0.47619047619047616	120	0.5416666666666666	174	0.6091954022988506	33	0.48484848484848486	266	0.45112781954887216	176	0.5625	30	0.6333333333333333	57	0.43859649122807015	119	0.5126050420168067	119	0.47058823529411764	133	0.43609022556390975	63	0.5079365079365079	53	0.49056603773584906	131	0.4732824427480916	138	0.4927536231884058	
-104	101	0.46534653465346537	46	0.5434782608695652	80	0.4875	18	0.5	150	0.4533333333333333	76	0.5	61	0.5737704918032787	29	0.6206896551724138	32	0.46875	62	0.5483870967741935	43	0.4883720930232558	136	0.4411764705882353	113	0.5752212389380531	73	0.4246575342465753	163	0.48466257668711654	81	0.5432098765432098	453	0.4856512141280353	49	0.5306122448979592	62	0.5161290322580645	45	0.5777777777777777	66	0.5151515151515151	48	0.5833333333333334	83	0.40963855421686746	49	0.5714285714285714	195	0.49230769230769234	71	0.4647887323943662	83	0.4939759036144578	91	0.6043956043956044	
-105	118	0.5084745762711864	119	0.5042016806722689	157	0.5031847133757962	83	0.4578313253012048	122	0.4672131147540984	44	0.45454545454545453	67	0.5223880597014925	229	0.5109170305676856	47	0.5957446808510638	157	0.43312101910828027	36	0.4722222222222222	72	0.4444444444444444	102	0.47058823529411764	77	0.5454545454545454	132	0.5606060606060606	153	0.46405228758169936	91	0.5934065934065934	95	0.5368421052631579	30	0.5333333333333333	120	0.55	84	0.4523809523809524	107	0.48598130841121495	276	0.5	73	0.547945205479452	69	0.5072463768115942	68	0.5735294117647058	73	0.4520547945205479	37	0.4594594594594595	
-106	145	0.5172413793103449	49	0.42857142857142855	60	0.48333333333333334	52	0.4230769230769231	75	0.5066666666666667	34	0.4411764705882353	202	0.4504950495049505	155	0.5225806451612903	122	0.5327868852459017	26	0.38461538461538464	151	0.5496688741721855	87	0.4942528735632184	71	0.49295774647887325	39	0.5384615384615384	143	0.46853146853146854	57	0.45614035087719296	38	0.6578947368421053	21	0.6666666666666666	33	0.5454545454545454	174	0.47701149425287354	59	0.559322033898305	161	0.5031055900621118	61	0.5245901639344263	27	0.4444444444444444	37	0.5675675675675675	22	0.4090909090909091	157	0.49044585987261147	36	0.4166666666666667	
-107	76	0.5263157894736842	113	0.4336283185840708	197	0.5786802030456852	87	0.4827586206896552	192	0.5520833333333334	99	0.5555555555555556	103	0.5533980582524272	111	0.5315315315315315	36	0.4722222222222222	87	0.45977011494252873	63	0.5396825396825397	34	0.4411764705882353	37	0.5135135135135135	39	0.48717948717948717	70	0.5428571428571428	161	0.5403726708074534	154	0.538961038961039	191	0.5340314136125655	161	0.4968944099378882	179	0.46368715083798884	41	0.43902439024390244	57	0.5087719298245614	148	0.5540540540540541	172	0.4476744186046512	61	0.5245901639344263	277	0.516245487364621	87	0.5287356321839081	156	0.5256410256410257	
-108	41	0.4634146341463415	63	0.5238095238095238	74	0.44594594594594594	69	0.42028985507246375	138	0.4420289855072464	214	0.5186915887850467	15	0.4	136	0.5294117647058824	44	0.38636363636363635	106	0.4716981132075472	76	0.40789473684210525	132	0.553030303030303	46	0.5869565217391305	316	0.5348101265822784	52	0.5576923076923077	100	0.49	71	0.5492957746478874	63	0.5396825396825397	45	0.5333333333333333	110	0.5636363636363636	36	0.6111111111111112	56	0.5	120	0.55	112	0.4732142857142857	95	0.4842105263157895	246	0.5528455284552846	84	0.5	35	0.45714285714285713	
-109	74	0.5405405405405406	47	0.574468085106383	111	0.5495495495495496	84	0.5952380952380952	245	0.5306122448979592	73	0.5068493150684932	33	0.5151515151515151	115	0.5130434782608696	93	0.5376344086021505	84	0.4523809523809524	197	0.5736040609137056	184	0.483695652173913	36	0.5555555555555556	157	0.5095541401273885	110	0.6	231	0.5021645021645021	258	0.4496124031007752	136	0.5367647058823529	182	0.4725274725274725	59	0.5084745762711864	78	0.5384615384615384	45	0.4222222222222222	35	0.4857142857142857	57	0.43859649122807015	107	0.48598130841121495	66	0.5151515151515151	156	0.4935897435897436	17	0.5294117647058824	
-110	65	0.5538461538461539	165	0.4	73	0.5616438356164384	218	0.45871559633027525	400	0.4825	69	0.4492753623188406	109	0.5137614678899083	149	0.5167785234899329	143	0.5314685314685315	28	0.5357142857142857	141	0.46808510638297873	141	0.4397163120567376	89	0.48314606741573035	152	0.46710526315789475	68	0.5147058823529411	39	0.46153846153846156	41	0.4634146341463415	48	0.5833333333333334	122	0.5081967213114754	84	0.5119047619047619	293	0.4880546075085324	198	0.5	120	0.5	60	0.5166666666666667	94	0.425531914893617	68	0.5	26	0.38461538461538464	40	0.45	
-111	29	0.41379310344827586	214	0.6261682242990654	92	0.4782608695652174	45	0.4666666666666667	65	0.38461538461538464	142	0.5	116	0.4482758620689655	45	0.6222222222222222	108	0.4722222222222222	149	0.4966442953020134	50	0.56	82	0.5121951219512195	98	0.42857142857142855	36	0.6388888888888888	337	0.4629080118694362	235	0.502127659574468	24	0.4583333333333333	204	0.5245098039215687	65	0.47692307692307695	69	0.5072463768115942	66	0.5	54	0.3888888888888889	62	0.43548387096774194	19	0.47368421052631576	129	0.4263565891472868	72	0.5	121	0.4462809917355372	107	0.45794392523364486	
-112	18	0.6666666666666666	94	0.5	60	0.45	58	0.4482758620689655	225	0.56	23	0.43478260869565216	111	0.5765765765765766	88	0.48863636363636365	110	0.5454545454545454	121	0.47107438016528924	90	0.5555555555555556	36	0.5277777777777778	51	0.5490196078431373	291	0.4329896907216495	69	0.43478260869565216	134	0.5298507462686567	159	0.5220125786163522	191	0.47643979057591623	146	0.5616438356164384	258	0.49224806201550386	43	0.5116279069767442	18	0.5555555555555556	17	0.5294117647058824	139	0.48201438848920863	43	0.3953488372093023	69	0.5072463768115942	162	0.5370370370370371	123	0.4959349593495935	
-113	31	0.5806451612903226	105	0.5523809523809524	99	0.5252525252525253	83	0.43373493975903615	179	0.48044692737430167	109	0.5137614678899083	185	0.5891891891891892	26	0.38461538461538464	22	0.4090909090909091	42	0.5	48	0.5208333333333334	79	0.5063291139240507	29	0.4827586206896552	110	0.4636363636363636	49	0.5918367346938775	119	0.5210084033613446	165	0.5575757575757576	146	0.541095890410959	157	0.5095541401273885	44	0.5	116	0.49137931034482757	33	0.5151515151515151	112	0.5446428571428571	107	0.5233644859813084	164	0.4695121951219512	53	0.4716981132075472	55	0.45454545454545453	48	0.4791666666666667	
-114	64	0.515625	75	0.49333333333333335	141	0.48226950354609927	117	0.48717948717948717	35	0.5428571428571428	203	0.46798029556650245	95	0.45263157894736844	27	0.48148148148148145	120	0.5333333333333333	35	0.5714285714285714	112	0.6517857142857143	162	0.5308641975308642	81	0.5185185185185185	121	0.4462809917355372	78	0.5	123	0.4634146341463415	114	0.5	102	0.5392156862745098	95	0.6526315789473685	37	0.4864864864864865	26	0.5384615384615384	69	0.5652173913043478	61	0.4918032786885246	277	0.5126353790613718	107	0.4392523364485981	51	0.49019607843137253	97	0.44329896907216493	86	0.5581395348837209	
-115	52	0.5961538461538461	108	0.5462962962962963	38	0.4473684210526316	135	0.5111111111111111	51	0.43137254901960786	169	0.5384615384615384	142	0.5352112676056338	63	0.4603174603174603	107	0.4766355140186916	59	0.5084745762711864	99	0.5151515151515151	89	0.4606741573033708	42	0.5952380952380952	34	0.4411764705882353	334	0.5389221556886228	307	0.504885993485342	52	0.40384615384615385	65	0.4307692307692308	77	0.4805194805194805	143	0.48951048951048953	64	0.546875	366	0.5136612021857924	253	0.47035573122529645	154	0.4935064935064935	62	0.45161290322580644	65	0.5076923076923077	116	0.4482758620689655	241	0.5103734439834025	
-116	88	0.5113636363636364	145	0.4827586206896552	289	0.47750865051903113	168	0.5	180	0.5111111111111111	31	0.3870967741935484	95	0.5263157894736842	147	0.5170068027210885	129	0.5116279069767442	80	0.55	73	0.5616438356164384	53	0.5283018867924528	50	0.44	74	0.5675675675675675	101	0.5148514851485149	47	0.5957446808510638	52	0.4230769230769231	29	0.41379310344827586	116	0.4051724137931034	148	0.47297297297297297	185	0.5027027027027027	46	0.5869565217391305	90	0.37777777777777777	135	0.5481481481481482	21	0.47619047619047616	19	0.5789473684210527	41	0.6097560975609756	36	0.4444444444444444	
-117	53	0.5283018867924528	125	0.488	35	0.42857142857142855	97	0.44329896907216493	205	0.5414634146341464	111	0.44144144144144143	180	0.5111111111111111	104	0.4807692307692308	67	0.4925373134328358	60	0.5166666666666667	163	0.44785276073619634	34	0.6176470588235294	246	0.4796747967479675	78	0.4358974358974359	169	0.46745562130177515	130	0.5846153846153846	72	0.625	100	0.51	46	0.43478260869565216	35	0.45714285714285713	45	0.4222222222222222	84	0.5714285714285714	128	0.46875	22	0.7272727272727273	22	0.2727272727272727	202	0.5198019801980198	36	0.3333333333333333	54	0.4074074074074074	
-118	20	0.4	52	0.5961538461538461	141	0.5035460992907801	25	0.44	114	0.6052631578947368	100	0.4	143	0.5174825174825175	151	0.48344370860927155	35	0.42857142857142855	126	0.5158730158730159	42	0.5952380952380952	83	0.5180722891566265	33	0.5151515151515151	146	0.5	214	0.48598130841121495	38	0.39473684210526316	108	0.49074074074074076	151	0.4768211920529801	97	0.4742268041237113	102	0.35294117647058826	84	0.5476190476190477	102	0.3431372549019608	96	0.46875	116	0.47413793103448276	60	0.4666666666666667	132	0.49242424242424243	122	0.5163934426229508	58	0.5344827586206896	
-119	71	0.5211267605633803	35	0.4857142857142857	54	0.3148148148148148	196	0.47959183673469385	137	0.4306569343065693	68	0.4852941176470588	117	0.5470085470085471	53	0.4716981132075472	260	0.49615384615384617	94	0.4787234042553192	68	0.45588235294117646	92	0.43478260869565216	47	0.5319148936170213	156	0.5384615384615384	68	0.5	58	0.5172413793103449	16	0.375	221	0.47058823529411764	95	0.5473684210526316	81	0.4567901234567901	171	0.543859649122807	34	0.4411764705882353	228	0.5307017543859649	123	0.5040650406504065	108	0.5185185185185185	93	0.4731182795698925	121	0.4793388429752066	83	0.5542168674698795	
-120	262	0.5229007633587787	55	0.6	39	0.5897435897435898	73	0.4657534246575342	143	0.5384615384615384	283	0.49469964664310956	47	0.5319148936170213	347	0.4783861671469741	79	0.569620253164557	145	0.503448275862069	20	0.6	55	0.4727272727272727	180	0.4722222222222222	115	0.5043478260869565	57	0.49122807017543857	39	0.5384615384615384	104	0.4807692307692308	31	0.45161290322580644	163	0.48466257668711654	23	0.6086956521739131	26	0.6538461538461539	57	0.42105263157894735	23	0.43478260869565216	57	0.45614035087719296	152	0.5394736842105263	91	0.5054945054945055	23	0.5652173913043478	85	0.49411764705882355	
-121	26	0.5769230769230769	49	0.4897959183673469	320	0.53125	88	0.4772727272727273	34	0.5294117647058824	186	0.5	88	0.5	17	0.5882352941176471	163	0.4294478527607362	50	0.52	125	0.512	58	0.5344827586206896	177	0.5084745762711864	137	0.5620437956204379	280	0.4928571428571429	115	0.4956521739130435	30	0.4666666666666667	53	0.5094339622641509	48	0.4166666666666667	89	0.5168539325842697	42	0.4523809523809524	80	0.4125	104	0.4326923076923077	77	0.5974025974025974	38	0.5	129	0.5271317829457365	86	0.43023255813953487	106	0.5566037735849056	
-122	94	0.5638297872340425	18	0.6111111111111112	76	0.6578947368421053	19	0.631578947368421	51	0.5490196078431373	123	0.5365853658536586	44	0.5227272727272727	72	0.4861111111111111	166	0.46987951807228917	102	0.4117647058823529	166	0.536144578313253	127	0.47244094488188976	79	0.569620253164557	79	0.46835443037974683	50	0.38	19	0.3684210526315789	156	0.5	41	0.4878048780487805	165	0.47878787878787876	60	0.4666666666666667	79	0.4177215189873418	103	0.4563106796116505	136	0.49264705882352944	137	0.5328467153284672	68	0.47058823529411764	160	0.5375	45	0.5777777777777777	102	0.46078431372549017	
-123	343	0.5422740524781341	85	0.5647058823529412	72	0.5416666666666666	61	0.4918032786885246	61	0.4426229508196721	77	0.5064935064935064	215	0.5441860465116279	64	0.421875	105	0.4857142857142857	42	0.5238095238095238	39	0.5128205128205128	107	0.5981308411214953	57	0.43859649122807015	35	0.3142857142857143	47	0.5531914893617021	85	0.4470588235294118	104	0.5288461538461539	90	0.4111111111111111	23	0.6521739130434783	201	0.5422885572139303	128	0.5390625	104	0.5576923076923077	17	0.29411764705882354	106	0.44339622641509435	286	0.5209790209790209	43	0.46511627906976744	18	0.6111111111111112	45	0.6	
-124	78	0.46153846153846156	157	0.4968152866242038	63	0.49206349206349204	82	0.524390243902439	145	0.5379310344827586	27	0.5555555555555556	140	0.55	50	0.42	93	0.5161290322580645	56	0.7142857142857143	101	0.5643564356435643	20	0.6	31	0.41935483870967744	78	0.4358974358974359	94	0.574468085106383	53	0.39622641509433965	110	0.5272727272727272	95	0.5894736842105263	51	0.5686274509803921	37	0.5945945945945946	139	0.49640287769784175	83	0.5783132530120482	69	0.463768115942029	124	0.4596774193548387	143	0.5174825174825175	134	0.417910447761194	113	0.504424778761062	88	0.4659090909090909	
-125	92	0.45652173913043476	39	0.5384615384615384	231	0.4329004329004329	203	0.5073891625615764	134	0.47761194029850745	333	0.5105105105105106	37	0.5945945945945946	19	0.5789473684210527	87	0.5057471264367817	226	0.4778761061946903	56	0.4642857142857143	109	0.43119266055045874	69	0.5217391304347826	240	0.5083333333333333	167	0.3712574850299401	136	0.5073529411764706	52	0.40384615384615385	108	0.5092592592592593	43	0.6046511627906976	127	0.5275590551181102	64	0.40625	97	0.4329896907216495	154	0.5454545454545454	79	0.4430379746835443	30	0.4	116	0.4827586206896552	170	0.4823529411764706	28	0.4642857142857143	
-126	269	0.46096654275092935	272	0.5220588235294118	73	0.4794520547945205	51	0.49019607843137253	157	0.4713375796178344	62	0.46774193548387094	53	0.4716981132075472	59	0.4745762711864407	87	0.45977011494252873	112	0.4375	217	0.5069124423963134	128	0.5390625	70	0.5428571428571428	150	0.5666666666666667	155	0.5161290322580645	67	0.4626865671641791	47	0.5319148936170213	24	0.5416666666666666	90	0.5	43	0.6511627906976745	81	0.48148148148148145	116	0.4482758620689655	72	0.4722222222222222	76	0.618421052631579	30	0.5333333333333333	73	0.4657534246575342	83	0.5060240963855421	41	0.43902439024390244	
-127	178	0.4887640449438202	123	0.4878048780487805	73	0.4246575342465753	160	0.5125	56	0.5178571428571429	146	0.5273972602739726	42	0.35714285714285715	128	0.5546875	134	0.4626865671641791	83	0.5301204819277109	46	0.5217391304347826	26	0.5	108	0.4722222222222222	69	0.5072463768115942	114	0.543859649122807	110	0.509090909090909	86	0.6046511627906976	121	0.5785123966942148	181	0.5138121546961326	189	0.4603174603174603	184	0.5163043478260869	176	0.5568181818181818	41	0.5365853658536586	98	0.5408163265306123	196	0.5663265306122449	37	0.5945945945945946	33	0.3939393939393939	112	0.5714285714285714	
-128	63	0.5714285714285714	49	0.46938775510204084	62	0.43548387096774194	149	0.5100671140939598	79	0.5569620253164557	32	0.46875	35	0.5714285714285714	48	0.5	25	0.52	235	0.4553191489361702	413	0.5084745762711864	49	0.5102040816326531	112	0.4732142857142857	120	0.49166666666666664	142	0.5352112676056338	20	0.45	84	0.42857142857142855	129	0.4418604651162791	88	0.5454545454545454	101	0.49504950495049505	49	0.5918367346938775	16	0.5	303	0.5577557755775577	95	0.5894736842105263	42	0.5238095238095238	157	0.4968152866242038	60	0.5166666666666667	15	0.4	
-129	161	0.5031055900621118	39	0.5384615384615384	41	0.6585365853658537	80	0.475	29	0.4827586206896552	52	0.5	128	0.46875	59	0.5423728813559322	96	0.5208333333333334	166	0.4939759036144578	74	0.4864864864864865	99	0.5555555555555556	51	0.5294117647058824	38	0.631578947368421	93	0.5483870967741935	47	0.5106382978723404	48	0.6458333333333334	58	0.5	26	0.5	104	0.47115384615384615	102	0.5980392156862745	74	0.5675675675675675	136	0.5147058823529411	78	0.5897435897435898	128	0.5703125	135	0.4666666666666667	52	0.5576923076923077	221	0.5113122171945701	
-130	59	0.559322033898305	57	0.5614035087719298	143	0.4405594405594406	84	0.5357142857142857	62	0.45161290322580644	129	0.5116279069767442	51	0.43137254901960786	31	0.5161290322580645	156	0.46794871794871795	61	0.39344262295081966	94	0.44680851063829785	49	0.4489795918367347	98	0.5102040816326531	140	0.4714285714285714	191	0.46596858638743455	177	0.423728813559322	141	0.5390070921985816	35	0.42857142857142855	38	0.4473684210526316	27	0.5185185185185185	82	0.524390243902439	118	0.5169491525423728	273	0.5421245421245421	67	0.5671641791044776	26	0.4230769230769231	91	0.4945054945054945	16	0.375	75	0.48	
-131	42	0.42857142857142855	129	0.5503875968992248	81	0.49382716049382713	208	0.4807692307692308	46	0.5434782608695652	72	0.4305555555555556	36	0.4166666666666667	340	0.47941176470588237	69	0.5072463768115942	162	0.49382716049382713	134	0.5149253731343284	82	0.5487804878048781	132	0.4772727272727273	278	0.5	194	0.5051546391752577	139	0.48201438848920863	113	0.4690265486725664	152	0.5	114	0.47368421052631576	61	0.4262295081967213	174	0.4942528735632184	79	0.5443037974683544	34	0.47058823529411764	164	0.4878048780487805	65	0.46153846153846156	27	0.5185185185185185	184	0.483695652173913	72	0.5416666666666666	
-132	72	0.4305555555555556	127	0.47244094488188976	132	0.5075757575757576	98	0.5714285714285714	47	0.48936170212765956	93	0.4731182795698925	139	0.460431654676259	46	0.45652173913043476	145	0.47586206896551725	19	0.631578947368421	33	0.5757575757575758	82	0.45121951219512196	59	0.4576271186440678	68	0.5735294117647058	66	0.42424242424242425	52	0.5192307692307693	125	0.488	174	0.5517241379310345	21	0.42857142857142855	37	0.40540540540540543	35	0.34285714285714286	53	0.5094339622641509	108	0.48148148148148145	156	0.532051282051282	88	0.5113636363636364	138	0.4855072463768116	152	0.4342105263157895	72	0.4166666666666667	
